Вид массива;Метод сортировки;Размер массива;Кол-во операций
обычный 0-5;пирамидальная сортировка;4100;551434
обычный 0-5;сортировка Шелла(посл.Шелла);4100;302701
обычный 0-4000;пузырек(обычный);50;10134
обычный 0-4000;пузырек(айверсон-1);50;11488
обычный 0-4000;пузырек(айверсон-2);50;6504
обычный 0-4000;сортировка выбором;50;4012
обычный 0-4000;сортировка простыми вставками;50;3474
обычный 0-4000;сортировка бинарными вставками;50;4200
обычный 0-4000;сортировка подсчетом;50;23436
обычный 0-4000;цифровая сортировка;50;4253
обычный 0-4000;сортировка слиянием;50;4655
обычный 0-4000;быстрая сортировка;50;1125
обычный 0-4000;пирамидальная сортировка;50;3708
обычный 0-4000;сортировка Шелла(посл.Шелла);50;1860
обычный 0-4000;пузырек(обычный);100;40240
обычный 0-4000;пузырек(айверсон-1);100;44493
обычный 0-4000;пузырек(айверсон-2);100;24870
обычный 0-4000;сортировка выбором;100;15310
обычный 0-4000;сортировка простыми вставками;100;10818
обычный 0-4000;сортировка бинарными вставками;100;12212
обычный 0-4000;сортировка подсчетом;100;23820
обычный 0-4000;цифровая сортировка;100;6032
обычный 0-4000;сортировка слиянием;100;10576
обычный 0-4000;быстрая сортировка;100;2684
обычный 0-4000;пирамидальная сортировка;100;8828
обычный 0-4000;сортировка Шелла(посл.Шелла);100;4749
обычный 0-4000;пузырек(обычный);150;91203
обычный 0-4000;пузырек(айверсон-1);150;101671
обычный 0-4000;пузырек(айверсон-2);150;56500
обычный 0-4000;сортировка выбором;150;33862
обычный 0-4000;сортировка простыми вставками;150;26451
обычный 0-4000;сортировка бинарными вставками;150;27109
обычный 0-4000;сортировка подсчетом;150;24204
обычный 0-4000;цифровая сортировка;150;7808
обычный 0-4000;сортировка слиянием;150;16935
обычный 0-4000;быстрая сортировка;150;4318
обычный 0-4000;пирамидальная сортировка;150;14594
обычный 0-4000;сортировка Шелла(посл.Шелла);150;7920
обычный 0-4000;пузырек(обычный);200;162321
обычный 0-4000;пузырек(айверсон-1);200;180912
обычный 0-4000;пузырек(айверсон-2);200;104013
обычный 0-4000;сортировка выбором;200;59640
обычный 0-4000;сортировка простыми вставками;200;46856
обычный 0-4000;сортировка бинарными вставками;200;46068
обычный 0-4000;сортировка подсчетом;200;24588
обычный 0-4000;цифровая сортировка;200;9584
обычный 0-4000;сортировка слиянием;200;23658
обычный 0-4000;быстрая сортировка;200;6071
обычный 0-4000;пирамидальная сортировка;200;20379
обычный 0-4000;сортировка Шелла(посл.Шелла);200;11867
обычный 0-4000;пузырек(обычный);250;253442
обычный 0-4000;пузырек(айверсон-1);250;281764
обычный 0-4000;пузырек(айверсон-2);250;158345
обычный 0-4000;сортировка выбором;250;92488
обычный 0-4000;сортировка простыми вставками;250;71279
обычный 0-4000;сортировка бинарными вставками;250;68309
обычный 0-4000;сортировка подсчетом;250;24972
обычный 0-4000;цифровая сортировка;250;11360
обычный 0-4000;сортировка слиянием;250;30384
обычный 0-4000;быстрая сортировка;250;7728
обычный 0-4000;пирамидальная сортировка;250;26543
обычный 0-4000;сортировка Шелла(посл.Шелла);250;14652
обычный 0-4000;пузырек(обычный);300;365911
обычный 0-4000;пузырек(айверсон-1);300;408259
обычный 0-4000;пузырек(айверсон-2);300;230222
обычный 0-4000;сортировка выбором;300;132696
обычный 0-4000;сортировка простыми вставками;300;106439
обычный 0-4000;сортировка бинарными вставками;300;99221
обычный 0-4000;сортировка подсчетом;300;25356
обычный 0-4000;цифровая сортировка;300;13136
обычный 0-4000;сортировка слиянием;300;37643
обычный 0-4000;быстрая сортировка;300;9909
обычный 0-4000;пирамидальная сортировка;300;32766
обычный 0-4000;сортировка Шелла(посл.Шелла);300;19328
обычный 0-4000;пузырек(обычный);100;40240
обычный 0-4000;пузырек(айверсон-1);100;44493
обычный 0-4000;пузырек(айверсон-2);100;24870
обычный 0-4000;сортировка выбором;100;15310
обычный 0-4000;сортировка простыми вставками;100;10818
обычный 0-4000;сортировка бинарными вставками;100;12212
обычный 0-4000;сортировка подсчетом;100;23820
обычный 0-4000;цифровая сортировка;100;6032
обычный 0-4000;сортировка слиянием;100;10576
обычный 0-4000;быстрая сортировка;100;2684
обычный 0-4000;пирамидальная сортировка;100;8828
обычный 0-4000;сортировка Шелла(посл.Шелла);100;4749
обычный 0-4000;пузырек(обычный);200;162321
обычный 0-4000;пузырек(айверсон-1);200;180912
обычный 0-4000;пузырек(айверсон-2);200;104013
обычный 0-4000;сортировка выбором;200;59640
обычный 0-4000;сортировка простыми вставками;200;46856
обычный 0-4000;сортировка бинарными вставками;200;46068
обычный 0-4000;сортировка подсчетом;200;24588
обычный 0-4000;цифровая сортировка;200;9584
обычный 0-4000;сортировка слиянием;200;23658
обычный 0-4000;быстрая сортировка;200;6071
обычный 0-4000;пирамидальная сортировка;200;20379
обычный 0-4000;сортировка Шелла(посл.Шелла);200;11867
обычный 0-4000;пузырек(обычный);300;365911
обычный 0-4000;пузырек(айверсон-1);300;408259
обычный 0-4000;пузырек(айверсон-2);300;230222
обычный 0-4000;сортировка выбором;300;132696
обычный 0-4000;сортировка простыми вставками;300;106439
обычный 0-4000;сортировка бинарными вставками;300;99221
обычный 0-4000;сортировка подсчетом;300;25356
обычный 0-4000;цифровая сортировка;300;13136
обычный 0-4000;сортировка слиянием;300;37643
обычный 0-4000;быстрая сортировка;300;9909
обычный 0-4000;пирамидальная сортировка;300;32766
обычный 0-4000;сортировка Шелла(посл.Шелла);300;19328
обычный 0-4000;пузырек(обычный);400;651412
обычный 0-4000;пузырек(айверсон-1);400;727738
обычный 0-4000;пузырек(айверсон-2);400;418214
обычный 0-4000;сортировка выбором;400;234591
обычный 0-4000;сортировка простыми вставками;400;191576
обычный 0-4000;сортировка бинарными вставками;400;173267
обычный 0-4000;сортировка подсчетом;400;26124
обычный 0-4000;цифровая сортировка;400;16688
обычный 0-4000;сортировка слиянием;400;52315
обычный 0-4000;быстрая сортировка;400;13753
обычный 0-4000;пирамидальная сортировка;400;46175
обычный 0-4000;сортировка Шелла(посл.Шелла);400;29232
обычный 0-4000;пузырек(обычный);500;1019751
обычный 0-4000;пузырек(айверсон-1);500;1142130
обычный 0-4000;пузырек(айверсон-2);500;657597
обычный 0-4000;сортировка выбором;500;365251
обычный 0-4000;сортировка простыми вставками;500;306901
обычный 0-4000;сортировка бинарными вставками;500;271624
обычный 0-4000;сортировка подсчетом;500;26892
обычный 0-4000;цифровая сортировка;500;20240
обычный 0-4000;сортировка слиянием;500;67047
обычный 0-4000;быстрая сортировка;500;17767
обычный 0-4000;пирамидальная сортировка;500;59872
обычный 0-4000;сортировка Шелла(посл.Шелла);500;35256
обычный 0-4000;пузырек(обычный);600;1465190
обычный 0-4000;пузырек(айверсон-1);600;1634223
обычный 0-4000;пузырек(айверсон-2);600;940996
обычный 0-4000;сортировка выбором;600;524892
обычный 0-4000;сортировка простыми вставками;600;423728
обычный 0-4000;сортировка бинарными вставками;600;371364
обычный 0-4000;сортировка подсчетом;600;27660
обычный 0-4000;цифровая сортировка;600;23792
обычный 0-4000;сортировка слиянием;600;82775
обычный 0-4000;быстрая сортировка;600;23237
обычный 0-4000;пирамидальная сортировка;600;74059
обычный 0-4000;сортировка Шелла(посл.Шелла);600;45677
обычный 0-4000;пузырек(обычный);700;1995202
обычный 0-4000;пузырек(айверсон-1);700;2226435
обычный 0-4000;пузырек(айверсон-2);700;1277829
обычный 0-4000;сортировка выбором;700;713369
обычный 0-4000;сортировка простыми вставками;700;579421
обычный 0-4000;сортировка бинарными вставками;700;502439
обычный 0-4000;сортировка подсчетом;700;28428
обычный 0-4000;цифровая сортировка;700;27344
обычный 0-4000;сортировка слиянием;700;98625
обычный 0-4000;быстрая сортировка;700;26741
обычный 0-4000;пирамидальная сортировка;700;88472
обычный 0-4000;сортировка Шелла(посл.Шелла);700;57326
обычный 0-4000;пузырек(обычный);800;2606626
обычный 0-4000;пузырек(айверсон-1);800;2909283
обычный 0-4000;пузырек(айверсон-2);800;1678785
обычный 0-4000;сортировка выбором;800;930584
обычный 0-4000;сортировка простыми вставками;800;758173
обычный 0-4000;сортировка бинарными вставками;800;652047
